 DRACARYS_GLOSS:0 "Alto Valyriano per "fuoco di drago" - usato dai signori dei draghi per comandare le fiamme ai propri draghi."
d_nf_takapis: "$dynn_Takapis$ Famiglia"
agot_events_bastard.0905.desc.actually_parent:0 "Mi ero preparat[Select_CString(ROOT.Char.IsFemale,'a','o')] a una delle conversazioni più difficili della mia vita. Provando ciò che avrei detto, lo sguardo che avrei avuto. Mi sono assicurat[Select_CString(ROOT.Char.IsFemale,'a','o')] che il luogo fosse segreto e che non saremmo stat[Select_CString(ROOT.Char.IsFemale,'i','e')] ascoltat[Select_CString(ROOT.Char.IsFemale,'i','e')].\n\nEppure, mentre comincio a intessere il mio racconto, [reveal_scope.GetFirstName] alza una mano per fermarmi. \"Grazie\" comincia a dire [Select_CString(reveal_scope.IsFemale,'lei','lui')], \"Grazie per avermelo detto, ma... lo so già. Lo so da tempo. Non l'ho ancora rivelato ma... lo so.\" dice con un sospiro.\n\nUn segreto mi ha divorat[Select_CString(ROOT.Char.IsFemale,'a','o')] per così tanto tempo, e [Select_CString(reveal_scope.IsFemale,'lei','lui')] lo sapeva già?!"
agot_events_bastard.0905.a:0 "Allora ti concederò delle terre, perché tu governi in mio nome come mio figli[Select_CString(reveal_scope.IsFemale,'a','o')]."
agot_events_bastard.0905.a.flavor:0 "[reveal_scope.GetFirstName] potrebbe decidere di rivelarsi in un secondo momento."
agot_events_bastard.0905.b:0 "Allora dobbiamo dirlo al reame!"
agot_events_bastard.0905.c:0 "Allora sai che i Guardiani della Notte sono l'unico luogo sicuro per te."
agot_events_bastard.0905.d:0 "Basta che tu lo sappia. Che farne, spetta a te."
agot_events_bastard.0906.t:0 "Origini Nascoste"
agot_events_bastard.0906.desc.open:0 "Vedo l'espressione angosciata sul volto di [reveal_scope.GetFirstNamePossessive] mentre giungo alla fine del mio racconto; segue un lungo silenzio, prima che [Select_CString(reveal_scope.IsFemale,'lei','lui')] mi dia una risposta ponderata. \"Questo non cambia nulla\" dice con decisione. \"Resterò come sono sempre stat[Select_CString(reveal_scope.IsFemale,'a','o')]. Sono semplicemente [reveal_scope.GetNameNoTooltip]\".\n\nResto colpit[Select_CString(ROOT.Char.IsFemale,'a','o')] dalla certezza [Select_CString(reveal_scope.IsFemale,'di lei','di lui')] "
agot_events_bastard.0906.desc.fake:0 ", e in parte commoss[Select_CString(ROOT.Char.IsFemale,'a','o')] dal fatto che [Select_CString(reveal_scope.IsFemale,'lei','lui')] voglia tenere me come genitore [Select_CString(reveal_scope.IsFemale,'suo','suo')], e "
agot_events_bastard.0906.desc.close:0 "eppure... la minaccia permane.\n\nAl di là della questione pragmatica, non posso fare a meno di chiedermi se non sia un meccanismo di difesa, e se [Select_CString(reveal_scope.IsFemale,'lei','lui')] non sarebbe meglio servit[Select_CString(reveal_scope.IsFemale,'a','o')] lasciando che la verità venga resa nota al mondo."
agot_events_bastard.0906.a:0 "Ti concederò comunque delle terre, perché tu governi in mio nome come mio figli[Select_CString(reveal_scope.IsFemale,'a','o')]."
agot_events_bastard.0906.a.flavor:0 "[reveal_scope.GetFirstName] potrebbe decidere di rivelarsi in un secondo momento."
agot_events_bastard.0906.b:0 "Noi #bold dobbiamo #!dirlo al reame!"
agot_events_bastard.0906.c:0 "Devi sapere che i Guardiani della Notte sono l'unico luogo sicuro per te."
agot_events_bastard.0906.d:0 "Basta che tu lo sappia. Che farne, spetta a te."
agot_events_bastard.0907.t:0 "Il Mio Segreto è Conosciuto"
agot_events_bastard.0907.desc:0 "Apro la lettera con il sigillo di Casa [sharer.GetHouse.GetBaseName] senza cerimonie, ma mentre leggo le parole al suo interno i miei occhi si spalancano per lo shock.\n\n\"Non c'è modo facile di dirlo, quindi lo dirò schiettamente\", comincia [sharer.GetName] dopo le consuete formalità, \"[ROOT.Char.GetFirstName], ti hanno mentito. I tuoi veri genitori sono [real_mother.GetName] e [real_father.GetName]. Giurai di custodire questo segreto, ma non sono riuscito a proseguire nell'inganno.\" Prosegue con scuse e consigli, ma non mi prendo la briga di finire. Lascio sfuggire un sospiro. Dunque, qualcun altro lo sa.\n\nBrucio in fretta la pergamena in un braciere vicino, mentre pondero che farne. Come dovrei affrontare il fatto che qualcun altro conosca il mio segreto?"
agot_events_bastard.0907.desc.blind:0 "Chiedo a [courtier.GetFirstName] di leggermi la lettera con il sigillo di Casa [sharer.GetHouse.GetBaseName], ma potrei pentirmene, perché mentre [Select_CString(courtier.IsFemale,'lei','lui')] legge le parole sulla pagina i miei occhi ciechi si spalancano per lo shock.\n\n\"Non c'è modo facile di dirlo, quindi lo dirò schiettamente.\" [courtier.GetFirstNameNoTooltip] comincia a leggere le parole di [sharer.GetNamePossessive] dopo le consuete formalità. \"[ROOT.Char.GetFirstName], ti hanno mentito. I tuoi veri genitori sono [real_mother.GetName] e [real_father.GetName]. Giurai di custodire questo segreto, ma-\" Alzo la mano per interrompere [courtier.GetFirstNameNoTooltip] prima che [Select_CString(courtier.IsFemale,'lei','lui')] finisca.\n\n\"M-mio [ROOT.Char.GetLadyLord]... tu... lo sapevi!\" esclama [Select_CString(courtier.IsFemale,'lei','lui')], e io lascio sfuggire un sospiro. Ora sembra che non una, ma altre due persone lo sappiano. Devo decidere come gestire la cosa."
agot_events_bastard.0907.a:0 "La cosa sta sfuggendo di mano. Se il mondo deve saperlo, allora sarò io a dirglielo."
agot_events_bastard.0907.b:0 "Devo discutere questi sviluppi con [father.GetFirstNameNoTooltip]."
agot_events_bastard.0907.b.flavor:0 "Deciderete insieme che fare."
agot_events_bastard.0907.c:0 "Ben poco ideale... Ho bisogno di tempo per pensare."
agot_events_bastard.0907.c.flavor:0 "Potrai rivelare tu stesso la verità più avanti, se lo desideri, ma [sharer.GetName] potrebbe prendere l'iniziativa."
agot_events_bastard.0907.d:0 "Scriverò chiedendo a [sharer.GetFirstNameNoTooltip] di custodire il mio segreto."
agot_events_bastard.0908.t:0 "Richieste di Discrezione"
agot_events_bastard.0908.desc:0 "È passato del tempo da quando ho inviato una lettera a [reveal_scope.GetFirstName], e sebbene ogni giorno io abbia chiesto se fosse giunta una risposta, o un avviso inviato al reame, non ho ancora ricevuto notizie.\n\nInfine, dopo settimane d'attesa, un paggio mi dice che è arrivata una risposta. Non è, però, quella che mi aspettavo.\n\"Caro [ROOT.Char.GetFullName],\nTi ringrazio per la tua lettera, nella quale condividi ciò che sai\", comincia [Select_CString(reveal_scope.IsFemale,'lei','lui')] con parole indirette, probabilmente per evitare incidenti qualora il messaggio venisse intercettato. \"Sebbene ti ringrazi per la franchezza, devo umilmente chiederti di tenere per te queste informazioni. Spetta a me decidere quando, e se, renderò noti questi fatti, e ti chiedo di rispettare la mia riservatezza in tal senso\".\n\n[reveal_scope.GetName] ha compiuto la scelta [Select_CString(reveal_scope.IsFemale,'sua','sua')], almeno per ora. Ora sta a me decidere se rispettarla."
agot_events_bastard.0908.a:0 "No, il reame #bold deve #!saperlo!"
agot_events_bastard.0908.b:0 "Rispetterò i desideri [Select_CString(reveal_scope.IsFemale,'di lei','di lui')]."
agot_events_bastard.0909.t:0 "Rivelazioni Senza Risposta"
agot_events_bastard.0909.desc:0 "È passato del tempo da quando ho inviato una lettera a [reveal_scope.GetFirstName], e sebbene ogni giorno io abbia chiesto se fosse giunta una risposta, o un avviso inviato al reame, non ho ancora ricevuto notizie.\n\nInfine, dopo mesi d'attesa e una seconda lettera inviata per assicurare la consegna, devo affrontare il fatto che [reveal_scope.GetFirstNameNoTooltip] non si è degnat[Select_CString(reveal_scope.IsFemale,'a','o')] di rispondere. Che sia per sostenere le proprie macchinazioni o semplicemente per paura, ora devo decidere se condividerò ciò che so comunque."
agot_events_bastard.0909.a:0 "Il reame #bold deve #!saperlo!"
agot_events_bastard.0909.b: "È una scelta che spetta a [Select_CString(reveal_scope.IsFemale,'lei','lui')], e potrà farne ciò che desidera."
agot_events_bastard.0910.t: "Consultazioni sulla Genitorialità."
agot_events_bastard.0910.desc: ""Padre. [ROOT.Char.GetFirstName]" comincia a dire [reveal_scope.GetFirstName] "ho ricevuto una lettera da [sharer.GetFullName]. Dice che sono [Select_CString(reveal_scope.IsFemale,'la figlia','il figlio')] di [real_mother.GetName] e [real_father.GetName]. Ho bisogno della tua guida, ora. Che cosa dobbiamo fare?" dice, con aria davvero smarrita.\n\nUn segreto così, mi ha divorato per tanto tempo, e ora [sharer.GetFirstNameNoTooltip] lo rivelerebbe a [reveal_scope.GetFirstNameNoTooltip] così, d’un tratto? In ogni caso, ora dobbiamo affrontare le conseguenze della loro conoscenza."
agot_events_bastard.0910.a: "Devi scrivere a [sharer.GetLadyLord] [sharer.GetFirstNameNoTooltip] una lettera chiedendo discrezione."
agot_events_bastard.0910.a.flavor: "Aiuterai [reveal_scope.GetFirstNameNoTooltip] a rispondere chiedendo a [sharer.GetFirstNameNoTooltip] di tacere."
agot_events_bastard.0910.b: "Dobbiamo dirlo al reame, ora, qualunque cosa accada."
agot_events_bastard.0910.c: "I Guardiani della Notte sono l’unico luogo sicuro per te, ormai."
agot_events_bastard.0911.t: "Menzogne nel Matrimonio "
agot_events_bastard.0911.desc: "Sapevo che questo momento sarebbe arrivato dal giorno in cui promisi a Lyanna, eppure fa male udire quelle parole. "Bugiardo!" mi chiama la mia amata Cat, e posso solo chinare il capo, colmo di vergogna. "Ecco dunque l’onore di Eddard Stark! Onorevole con chiunque, ma non con tua moglie, a quanto pare! Avrei dovuto essere la tua confidente, Ned!" grida, poi si interrompe. "No." ride, con un’allegria amara. "No, a quanto pare sei più fedele nei tuoi voti verso di me di quanto il mondo credesse." La sua giusta esplosione si placa, e io non trovo nulla da dire.\n\nMi guarda di nuovo, con le lacrime agli occhi. "Famiglia, Dovere, Onore," lo ripete come un mantra, "capisco perché l’hai fatto, Ned. Una parte di me ne è sollevata. Ma dannazione, io sono la tua famiglia, anch’io! Avresti dovuto dirmelo. Questo non era giusto. Ciò che il mondo pensava di noi. Di te. Ciò che io pensavo di [secret_target.GetHerHim]." Abbassa lo sguardo, ora quasi vergognosa. "Questo non era giusto," ripete infine."
agot_events_bastard.0911.a: ""Mi dispiace, Cat.""
agot_events_bastard.0912.t: "Questioni di Genitorialità"
agot_events_bastard.0912.desc: "Ogni volta che guardo [reveal_scope.GetFirstName], penso alla verità del suo sangue, e ai pericoli che simili verità portano con sé. È del tutto possibile che [Select_CString(reveal_scope.IsFemale,'lei','lui')] viva una lunga vita spensierata senza mai apprendere che l’intera esistenza di [Select_CString(reveal_scope.IsFemale,'lei','lui')] è costruita su una menzogna. È giusto, per [Select_CString(reveal_scope.IsFemale,'lei','lui')], vivere e morire senza conoscere mai la verità del sangue reale che scorre nelle sue vene? Forse dovrei dirglielo. Inoltre, potrebbe esservi un vantaggio."
agot_events_bastard.0912.a: "[reveal_scope.GetFirstNameNoTooltip], i tuoi veri genitori sono."
agot_events_bastard.0912.b: "No, ora non è il tempo di una simile rivelazione."
agot_events_bastard.0913.t: "Una Verità Sconvolgente"
agot_events_bastard.0913.desc: "[employer.GetFullName] mi chiede di raggiunger[Select_CString(employer.IsFemale,'la','lo')] nel suo studio a tarda notte e, sebbene abbiamo parlato qualche volta, sono ancora nervoso quando apro la porta. [employer.GetSheHe|U] appare stranamente impacciat[Select_CString(employer.IsFemale,'a','o')] quando entro, ma nulla mi prepara a ciò che dice.\n\n"[ROOT.Char.GetFirstName], è tempo che tu conosca la verità. I tuoi veri genitori sono [real_mother.GetName] e [real_father.GetName]. Questo segreto ti è stato celato per un certo tempo e, quando l’ho scoperto, ho creduto giusto che tu lo sapessi."\n\nVorrei respingere questa rivelazione, urlare al vento che non è vero, ma nel profondo del cuore so che lo è. Resta solo da decidere che cosa farne."
agot_events_bastard.0913.a: "Non mi nasconderò. Il mondo intero deve saperlo."
agot_events_bastard.0913.b: "È tutto troppo! Ho bisogno di tempo per pensare."
agot_events_bastard.0913.b.flavor: "Potrai rivelare la verità tu stess[Select_CString(ROOT.Char.IsFemale,'a','o')] più avanti, se lo vorrai."
agot_events_bastard.0914.t: "Una Verità… Nota?"
agot_events_bastard.0914.desc: "Chiedo a [reveal_scope.GetFirstName] di raggiungermi nel mio studio a tarda notte e, sebbene abbiamo parlato qualche volta, temo comunque la reazione mentre apro la porta per invitar[Select_CString(reveal_scope.IsFemale,'la','lo')] a entrare.\n\nMi assicuro che nessuno possa origliare prima di cominciare a parlare, eppure, mentre intreccio il mio racconto, [reveal_scope.GetFirstNameNoTooltip] alza una mano per fermarmi. "[ROOT.Char.GetFirstNameNoTooltip]" comincia a dire, chiamandomi per nome, "lo so già. Lo so da un po’ di tempo. Non l’ho ancora rivelato, ma… lo so." sospira."
agot_events_bastard.0914.a: "Ti concederò terre comunque, in onore del nostro legame di sangue."
agot_events_bastard.0914.a.flavor: "[reveal_scope.GetFirstName] potrebbe decidere di rivelarsi in una data successiva."
agot_events_bastard.0914.b: "Allora dobbiamo dirlo al reame!"
agot_events_bastard.0914.c: "Allora sai che i Guardiani della Notte sono l’unico luogo sicuro per te."
agot_events_bastard.0914.d: "Basta che tu lo sappia. Sta a te decidere che cosa farne."
agot_events_bastard.0915.t: "Una Verità Rivelata"
agot_events_bastard.0915.desc: "[reveal_scope.GetName] resta in silenzio a lungo. Vedo i pensieri danzare sul suo volto: confusione, gioia, paura. "Così…" esala infine, senza distogliere lo sguardo dal pavimento.\n\nCerco nel suo viso ciò che mi sembra un giorno intero, prima che si volga verso di me e dica: "Questo cambierà le cose, vero?".\n\nDa lì, ci sono piani da fare. [reveal_scope.GetFirstNameNoTooltip] ha preso la sua decisione. Il reame deve saperlo, e le conseguenze dovranno essere affrontate."
agot_events_bastard.0916.t: "Una Richiesta dai Minori"
agot_events_bastard.0916.desc: "[reveal_scope.GetName] resta in silenzio a lungo. Vedo i pensieri danzare sul suo volto: confusione, gioia, paura. "Così…" esala infine, senza distogliere lo sguardo dal pavimento.\n\nCerco nel suo viso ciò che mi sembra un giorno intero, prima che si volga verso di me e dica: "Questo non cambia nulla. Io sono semplicemente [reveal_scope.GetNameNoTooltip], qualunque sia la mia nascita.".\n\nLo osservo: pare saldo nella sua risposta. Affascinante. Eppure sono il suo ospite, e condivido anche io il segreto. Se lo volessi, potrei decidere come rispondere."
agot_events_bastard.0916.a: "Ti concederò terre comunque, in onore del nostro legame di sangue."
agot_events_bastard.0916.a.flavor: "[reveal_scope.GetFirstName] potrebbe decidere di rivelarsi in una data successiva."
agot_events_bastard.0916.b: "No, dobbiamo dirlo al reame!"
agot_events_bastard.0916.c: "I Guardiani della Notte sono l’unico luogo sicuro per te. Partirai domani."
agot_events_bastard.0916.d: "Basta che tu lo sappia. Sta a te decidere che cosa farne."
agot_events_bastard.0917.t: "Questioni di Genitorialità"
agot_events_bastard.0917.desc: "In verità, non penso spesso alla stirpe di [reveal_scope.GetFirstNamePossessive]. Eppure, ora che siamo entrambi a [ROOT.Char.GetCurrentLocation.GetCounty.GetName], vedend[Select_CString(reveal_scope.IsFemale,'la','lo')] di persona non riesco a togliermelo dalla mente.\n\nIl suo volto le somiglia davvero. È giusto, per [Select_CString(reveal_scope.IsFemale,'lei','lui')], vivere e morire senza conoscere mai la verità del sangue reale che scorre nelle sue vene? Forse dovrei dirglielo. Inoltre, potrebbe esservi un vantaggio."
agot_events_bastard.0917.a: "[reveal_scope.GetFirstName], devo parlarti."
agot_events_bastard.0917.a_tt: "Dirai a [reveal_scope.GetName] la verità sulla sua discendenza. Come ospite qui, non potrai influenzare l’uso che [reveal_scope.GetFirstNamePossessiveNoTooltip] farà di questa informazione."
agot_events_bastard.0917.b: "No, ora non è il tempo di una simile rivelazione."
agot_events_bastard.0918.t: "Una Verità Sconvolgente"
agot_events_bastard.0918.desc: "[sharer.GetFullName], che al momento visita [ROOT.Char.GetCurrentLocation.GetCounty.GetName], mi chiede con discrezione di unirmi a [Select_CString(sharer.IsFemale,'lei','lui')] per una passeggiata più tardi, questa sera. Non vedendo ragioni per rifiutare, accetto l’invito.\n\nQuando lo vedo avvicinarsi, qualcosa nel suo portamento mi rende stranamente nervoso. [sharer.GetSheHe|U] sembra teso, eppure mi si affianca senza esitazioni. Per un po’ scambiamo parole leggere, ma quando ci allontaniamo dalla portata d’orecchio della fortezza, [sharer.GetSheHe] si fa serio.\n\n"[ROOT.Char.GetFirstName], è tempo che tu conosca la verità. I tuoi veri genitori sono [real_mother.GetName] e [real_father.GetName]. Non so quante persone lo sappiano, ma vedendoti prima mi sono sentit[Select_CString(sharer.IsFemale,'a','o')] in dovere di dirtelo."\n\nVorrei respingere questa rivelazione, urlare al vento che non è vero, ma nel profondo del cuore so che lo è. Resta solo da decidere che cosa farne."
